XRD - Maiz-20,
44.93,2166
44.95,2295
44.97,2168
44.99,2244
45.01,2241
45.03,2135
45.05,2261
45.07,2142
45.09,2196
45.11,2188
45.13,2204
45.15,2223
45.17,2109
45.19,2171
45.21,2230
45.23,2288
45.25,2154
45.27,2110
45.29,2316
45.31,2140
45.33,2153
45.35,2173
45.37,2189
45.39,2089
45.41,2156
45.43,2221
45.45,2159
45.47,2089
45.49,2166
45.51,2222
45.53,2246
45.55,2200
45.57,2140
45.59,2125
45.61,2229
45.63,2278
45.65,2146
45.67,2195
45.69,2130
45.71,2279
45.73,2207
45.75,2200
45.77,2213
45.79,2205
45.81,2149
45.83,2187
45.85,2180
45.87,2211
45.89,2257
45.91,2340
45.93,2133
45.95,2210
45.97,2201
45.99,2185
46.01,2211
46.03,2253
46.05,2254
46.07,2185
46.09,2247
46.11,2253
46.13,2203
46.15,2212
46.17,2159
46.19,2183
46.21,2220
46.23,2213
46.25,2220
46.27,2272
46.29,2165
46.31,2172
46.33,2264
46.35,2185
46.37,2245
46.39,2199
46.41,2253
46.43,2230
46.45,2166
46.47,2294
46.49,2205
46.51,2261
46.53,2147
46.55,2153
46.57,2239
46.59,2210
46.61,2186
46.63,2135
46.65,2207
46.67,2188
46.69,2319
46.71,2226
46.73,2234
46.75,2218
46.77,2178
46.79,2241
46.81,2168
46.83,2158
46.85,2190
46.87,2232
46.89,2177
46.91,2228
46.93,2185
46.95,2304
46.97,2238
46.99,2194
47.01,2208
47.03,2237
47.05,2287
47.07,2203
47.09,2283
47.11,2228
47.13,2247
47.15,2231
47.17,2148
47.19,2152
47.21,2093
47.23,2202
47.25,2171
47.27,2145
47.29,2220
47.31,2241
47.33,2166
47.35,2172
47.37,2208
47.39,2206
47.41,2192
47.43,2186
47.45,2203
47.47,2202
47.49,2149
47.51,2197
47.53,2230
47.55,2154
47.57,2196
47.59,2291
47.61,2147
47.63,2132
47.65,2149
47.67,2127
47.69,2169
47.71,2137
47.73,2090
47.75,2101
47.77,2150
47.79,2149
47.81,2177
47.83,2220
47.85,2134
47.87,2048
47.89,2124
47.91,2100
47.93,2174
47.95,2073
47.97,2058
47.99,2115
48.01,2040
48.03,2099
48.05,2092
48.07,2055
48.09,2087
48.11,2061
48.13,2108
48.15,2014
48.17,2058
48.19,2006
48.21,2025
48.23,2075
48.25,2043
48.27,2056
48.29,2087
48.31,1991
48.33,2071
48.35,2069
48.37,1969
48.39,2045
48.41,2059
48.43,1948
48.45,2037
48.47,2023
48.49,2063
48.51,2021
48.53,1993
48.55,2072
48.57,2079
48.59,1961
48.61,1958
48.63,1941
48.65,2044
48.67,1979
48.69,1882
48.71,1983
48.73,2013
48.75,1991
48.77,1982
48.79,1963
48.81,1954
48.83,1942
48.85,1948
48.87,1954
48.89,1994
48.91,1987
48.93,1916
48.95,1915
48.97,1836
48.99,1913
49.01,1968
49.03,1892
49.05,1922
49.07,1891
49.09,1917
49.11,1923
49.13,1909
49.15,1895
49.17,1851
49.19,1873
49.21,1959
49.23,1842
49.25,1808
49.27,1919
49.29,1887
49.31,1890
49.33,1821
49.35,1891
49.37,1807
49.39,1795
49.41,1835
49.43,1835
49.45,1837
49.47,1804
49.49,1857
49.51,1890
49.53,1818
49.55,1835
49.57,1856
49.59,1791
49.61,1774
49.63,1811
49.65,1784
49.67,1807
49.69,1727
49.71,1822
49.73,1847
49.75,1877
49.77,1824
49.79,1787
49.81,1788
49.83,1775
49.85,1765
49.87,1735
49.89,1772
49.91,1771
49.93,1845
49.95,1703
49.97,1624
49.99,1740
50.01,1822
50.03,1703
50.05,1742
50.07,1655
50.09,1697
50.11,1668
50.13,1724
50.15,1708
50.17,1764
50.19,1717
50.21,1646
50.23,1739
50.25,1721
50.27,1664
50.29,1684
50.31,1693
50.33,1627
50.35,1684
50.37,1627
50.39,1675
50.41,1696
50.43,1623
50.45,1625
50.47,1667
50.49,1685
50.51,1617
50.53,1648
50.55,1599
50.57,1651
50.59,1679
50.61,1688
50.63,1662
50.65,1597
50.67,1600
50.69,1580
50.71,1662
50.73,1575
50.75,1627
50.77,1559
50.79,1614
50.81,1639
50.83,1532
50.85,1557
50.87,1591
50.89,1538
50.91,1621
50.93,1584
50.95,1511
50.97,1557
50.99,1549
51.01,1608
51.03,1595
51.05,1579
51.07,1565
51.09,1502
51.11,1551
51.13,1565
51.15,1550
51.17,1556
51.19,1500
51.21,1560
51.23,1465
51.25,1472
51.27,1557
51.29,1536
51.31,1499
51.33,1582
51.35,1545
51.37,1590
51.39,1503
51.41,1448
51.43,1556
51.45,1487
51.47,1471
51.49,1495
51.51,1514
51.53,1501
51.55,1546
51.57,1464
51.59,1469
51.61,1542
51.63,1533
51.65,1499
51.67,1490
51.69,1468
51.71,1396
51.73,1479
51.75,1431
51.77,1461
51.79,1455
51.81,1518
51.83,1467
51.85,1468
51.87,1425
51.89,1453
51.91,1494
51.93,1427
51.95,1383
51.97,1473
51.99,1440
52.01,1477
52.03,1442
52.05,1395
52.07,1519
52.09,1530
52.11,1417
52.13,1459
52.15,1464
52.17,1431
52.19,1425
52.21,1397
52.23,1476
52.25,1505
52.27,1451
52.29,1461
52.31,1394
52.33,1456
52.35,1387
52.37,1478
52.39,1425
52.41,1446
52.43,1434
52.45,1437
52.47,1391
52.49,1414
52.51,1455
52.53,1435
52.55,1420
52.57,1448
52.59,1431
52.61,1430
52.63,1477
52.65,1377
52.67,1434
52.69,1469
52.71,1457
52.73,1410
52.75,1455
52.77,1393
52.79,1359
52.81,1422
52.83,1414
52.85,1464
52.87,1437
52.89,1387
52.91,1348
52.93,1427
52.95,1373
52.97,1401
52.99,1432
53.01,1413
53.03,1411
53.05,1398
53.07,1409
53.09,1499
53.11,1419
53.13,1397
53.15,1379
53.17,1395
53.19,1334
53.21,1371
53.23,1325
53.25,1351
53.27,1356
53.29,1386
53.31,1431
53.33,1397
53.35,1344
53.37,1405
53.39,1377
53.41,1417
53.43,1373
53.45,1398
53.47,1348
53.49,1337
53.51,1340
53.53,1378
53.55,1403
53.57,1330
53.59,1357
53.61,1374
53.63,1370
53.65,1317
53.67,1368
53.69,1355
53.71,1338
53.73,1306
53.75,1258
53.77,1334
53.79,1284
53.81,1307
53.83,1391
53.85,1294
53.87,1318
53.89,1349
53.91,1335
53.93,1352
53.95,1336
53.97,1297
53.99,1285
54.01,1330
54.03,1206
54.05,1250
54.07,1291
54.09,1268
54.11,1210
54.13,1272
54.15,1320
54.17,1330
54.19,1305
54.21,1274
54.23,1274
54.25,1291
54.27,1237
54.29,1266
54.31,1183
54.33,1245
54.35,1261
54.37,1305
54.39,1254
54.41,1275
54.43,1265
54.45,1295
54.47,1201
54.49,1295
54.51,1260
54.53,1257
54.55,1298
54.57,1296
54.59,1332
54.61,1226
54.63,1250
54.65,1183
54.67,1216
54.69,1248
54.71,1219
54.73,1268
54.75,1255
54.77,1255
54.79,1266
54.81,1237
54.83,1224
54.85,1211
54.87,1220
54.89,1201
54.91,1205
54.93,1191
54.95,1259
54.97,1145
54.99,1157
55.01,1224
55.03,1234
55.05,1206
55.07,1232
55.09,1193
55.11,1245
55.13,1190
55.15,1112
55.17,1157
55.19,1225
55.21,1129
55.23,1177
55.25,1166
55.27,1187
55.29,1162
55.31,1239
55.33,1157
55.35,1186
55.37,1159
55.39,1153
55.41,1146
55.43,1213
55.45,1162
55.47,1231
55.49,1130
55.51,1116
55.53,1122
55.55,1116
55.57,1124
55.59,1139
55.61,1188
55.63,1144
55.65,1154
55.67,1132
55.69,1152
55.71,1174
55.73,1085
55.75,1176
55.77,1130
55.79,1183
55.81,1149
55.83,1173
55.85,1146
55.87,1145
55.89,1156
55.91,1144
55.93,1206
55.95,1116
55.97,1106
55.99,1116
56.01,1144
56.03,1146
56.05,1087
56.07,1109
56.09,1076
56.11,1089
56.13,1122
56.15,1065
56.17,1085
56.19,1106
56.21,1078
56.23,1097
56.25,1125
56.27,1131
56.29,1101
56.31,1053
56.33,1132
56.35,1130
56.37,1112
56.39,1127
56.41,1088
56.43,1104
56.45,1058
56.47,1025
56.49,1101
56.51,1128
56.53,1097
56.55,1134
56.57,1123
56.59,1126
56.61,1098
56.63,1044
56.65,1019
56.67,1088
56.69,1013
56.71,1120
56.73,1033
56.75,1065
56.77,1158
56.79,1051
56.81,1032
56.83,1097
56.85,1045
56.87,1072
56.89,1024
56.91,1115
56.93,1075
56.95,1075
56.97,1095
56.99,1062
57.01,1028
57.03,1096
57.05,1013
57.07,1005
57.09,1035
57.11,1046
57.13,1008
57.15,952
57.17,1025
57.19,980
57.21,1052
57.23,1056
57.25,1017
57.27,1045
57.29,977
57.31,1040
57.33,1086
57.35,1036
57.37,995
57.39,1045
57.41,1000
57.43,1049
57.45,1042
57.47,1021
57.49,1037
57.51,1086
57.53,1015
57.55,1067
57.57,958
57.59,1007
57.61,1094
57.63,1066
57.65,1050
57.67,1028
57.69,1058
57.71,1069
57.73,1008
57.75,1016
57.77,982
57.79,1062
57.81,965
57.83,1001
57.85,1030
57.87,1028
57.89,1034
57.91,969
57.93,1029
57.95,1001
57.97,1047
57.99,1055
58.01,1050
58.03,1047
58.05,1024
58.07,989
58.09,1016
58.11,1039
58.13,1069
58.15,959
58.17,959
58.19,984
58.21,1004
58.23,949
58.25,989
58.27,1032
58.29,938
58.31,1002
58.33,988
58.35,1005
58.37,925
58.39,1050
58.41,975
58.43,982
58.45,1003
58.47,945
58.49,977
58.51,970
58.53,1008
58.55,977
58.57,1022
58.59,941
58.61,989
58.63,965
58.65,1009
58.67,960
58.69,990
58.71,977
58.73,975
58.75,995
58.77,1005
58.79,987
58.81,1030
58.83,948
58.85,899
58.87,959
58.89,943
58.91,996
58.93,958
58.95,1019
58.97,973
58.99,970
59.01,963
59.03,984
59.05,975
59.07,949
